Product_id,Title,Title_Length,Bullet_points,Description,Product_type_id,Product_length,Short_title,Short_Title_Length
2857066,3NHÂ® Glasses Goggles Anti Fog Antis Windproof Anti Dust Resistant,68,good quality and suitable to usethis product comes in a proper packagingdelivery within 35 weeksin case of any query or issue feel free to reach out to uscontains pack of 1,3nh glasses goggles anti fog antis windproof anti dust resistant,10359,590.5511805,3Nhâ Glasses Goggles Anti Anti Dust Resistant,46
833712,La Mure / Valbonnais gps,24,Unknown,Unknown,1,433.07,Mure Gps,8
648364,J'ecris des lettres! premiers exercices d'Ã©criture 5-6 ans,61,Unknown,Unknown,1,759.841,Lettres Premiers Exercices Dãcriture Ans,41
1991694,"Mediterranean diet for beginners: 7Benefits of mediterranean diet,7day plan and 70yummy easy recipes",100,Unknown,Unknown,32,600,Beginners Diet7Day Plan Easy Recipes,36
2790448,SEGOVIA Single Walled Stainless Steel Sports| fridge Water Bottle with SS Cap 1000 ml Bottle (straight+belly with sipper cap / cola+ smart with steel cap pack of 4 pcs),168,segovia bottle consists of stainless steel which provides a robust build for any occasion whether it be hiking cycling camping gym or just to the office its special design along with its material is a testament to its durabilitythe bottle and cap are made from bpa free materials and food grade steel its free of toxins and safe for you to use and drink fromsingle layer wall stainless steel water bottleno heat preservation function be careful when adding hot water,segovia bottle consists of stainless steel which provides a robust build for any occasion whether it be hiking cycling camping gym or just to the office its special design along with its material is a testament to its durability the bottle and cap are made from bpa free materials and food grade steel its free of toxins and safe for you to use and drink fromsingle layer wall stainless steel water bottleno heat preservation function be careful when adding hot water,1273,314.9606296,Walled Stainless Steel Sports Fridge Water Bottle,49
1810976,"Stone & Beam Fan Embossed Planter in Blue, Medium",49,Unknown,Unknown,6,670,Stone Beam Fan Embossed Planter Blue Medium,43
1491106,"Steelbird Hi-Gn SBH-11 HUNK Glossy Black and Blue with Smoke visor,580 mm",73,high impact abs material shellreplaceable and washable interiormultilayer eps thermocol high density and low density for more safety with air channelsitalian design hygienic interior with multipored breathable pedding neck protector for extra comfortno impact on your hair growth due to antibacteria coating in helmet interioranti allergic interiorsize 580mm mcountry of origin india,Unknown,8046,1240.155,Hunk Glossy Black Blue Smoke Visor580 Mm,40
1543564,"Kenneth Cole REACTION Men's Crespo Loafer B Shoe, Cognac, 10 M US",65,burnished metal center bitslightly padded footbed,Unknown,3247,500,Reaction Mens Loafer Shoe Cognac,32
793582,MASTER OF THE RINGS,19,Unknown,master of the rings,716,750,Master Rings,12
1045826,"Cybrtrayd L049 No. 4 Lolly Chocolate Candy Mold, No. 4 with Exclusive Cybrtrayd Copyrighted Chocolate Molding Instructions",122,Unknown,Unknown,13101,1025,Cybrtrayd Chocolate Candy Mold Exclusive Cybrtrayd,50
2964715,"Twisted Swirl Vintage Blue Phone Case Compatible with iPhone 13,Orange Fluid Abstract Design Cover for Men Girl Women,Unique Soft TPU Bumper Case Cover",151,âãcompatible modeãthis mobile phone case is only compatible with iphone 13it supports wireless charging the precise cutout allows easy access to the charging port buttons and cameraâãscreen  camera protectionã made of high quality shockproof tpu material that protects against fallsdrops scratches bumps and morethe raised screen and camera edges help protect screen and camera from scratchesâãclear vivid patternsã  the clear and fashionable patterns make your mobile phone look very personalized made with an unique printing technique these patterns wonât rub off fade or smudgeâãperfect gifts antiyellowã fashionable and unique design and exquisite patterns are a good choice for gifts high quality printing technology ensures that the pattern will not fade turn yellow or fall off during useâãaftersale serviceãworry free after sales if you have any questions feel free to contact and we will reply within 24 hours,bwelcome to our store we aim to offer unique and special case for you bbr bcompatibilitybbr compatible with iphone 13 brthis case is durable sturdy and scratchresistant perfect for self use or giftsbr bfeaturesbbr âmade of soft resilient tpu material this case is durable and lightweight easy to take on and off br âraised camera and screen edges provide best protection for phones from falls scratches or bumps brdesigned with four air cushion corners it perfectly mitigates pressure from drops o fallsbr âindependent buttons and precise cutouts brthis case fits buttons camera speakers and ports perfectlybr âthe print is vivid and clear making your phone look unique and and aesthetic brwe use supreme scratch resistant ink the pattern will not peel over timebr bpackage listbbr including 1 x phone casebr,12556,577,Twisted Swirl Vintage Blue Phone Case Compatible,48
655356,100 clÃ©s des villes sÅ“urs.Â Eu - Le TrÃ©port - Mers-,63,Unknown,Unknown,1,539.369,Villes Såursâ Trãport Mers-,30
459135,Training Camp: What the Best Do Better Than Everyone Else,57,Unknown,Unknown,12775,640,Training Camp Best,18
748018,"Peru, Los Senderos Posibles",27,Unknown,Unknown,115,527.558,Posibles,8
2120903,JSR CART Incense Cones Rose (Pack of 65 Cones),46,completed natural  herbalfragrances rosein order to have a perfect ornamental effectsplease burn the incense cones in windless conditionskeep burning sticks away from flammable articles ashes should fall on fireproof and heat resistant surface only do not ingest and keep out of reach of childrenuse cone incense for offering your prayers or while meditating or relaxing it will unquestionably boost up your confidence create an encouraging environment and purify the atmosphere all around,pack of 65 incense cones best quality low smoke dhoop cones by jsr cart dhoop involves the offering of fragnance before the picture of a deity as a token of respect it has a pure and clean fragrance it creates such an ambience that your prayer reaches the divine and is completed natural  herbal,1582,393.700787,Jsr Cart Incense Cones Rose Cones,33
879159,Lowepro Hipshot 20 for Flip Video Camera (Black),48,Unknown,Unknown,6417,260,Lowepro Hipshot Flip Video Camera Black,39
2273102,Redgem 925 Silver Stud Earrings for Girls and Women Natural Amethyst Purple,75,gemstone amethyst amethyst is a well known mineral and gemstone it is the purple variety of the mineralâ quartz and its most valuable and prized varietypure sterling silver earrings for girls and women â stylish pure 925 silver earrings beautiful and attractiveauthenticity product comes with a s925 mark which serves as a proof of identitysuperior quality  skin friendly made with fine quality of silver with nickel free lead free alloy which is non allergic to all skin typesperfect gift ideal for valentine birthday anniversary gift for your loved ones women love jewellery especially silver jewellery adore a women they wear it on different occasion they have special importance on ring ceremony wedding and festive time they can also wear it on regular basis,pthese stylish earring for women and girls are handcrafted with love and will add a touch of spirituality to your look it is suitable with all outfits amp may be worn at any occasionp predgem has huge collection of fine jewellery of silver and precious gems for womenp pânbspstrongpure sterling silver earring for girls and womennbspstrongmakes it very simple and attractivep pâ strongdesignstrong a stylish pure sterling silver product with beautiful designp pâ strongauthenticitystrong product comes with a s925 mark which serves as a proof of identityp pânbspstrongqualitystrong fine of silver with nickel free lead free alloy which is non allergic to all skin typesp pânbspstrongoccasionstrong suits to wear in any occasion like daily party  wedding and festivalp pânbspstrongperfect giftstrong ideal for valentine birthday anniversary gift for your loved ones excellent gift for festivals celebrations and all precious moments of happinessp,3357,31.496,Silver Stud Earrings Girls Women Natural Amethyst,49
1724966,"BaronHong Seamless Underwear Half Length Chest Binder for Tomboy Trans Lesbian(Black,2XL)",89,notethe size is much smaller than us sizedont refer to the the amazon size chart please refer to the left size chart picture or product description select the right size based on your upper chest circumference normally please choose 2 size biggerif you fit l in us sizeplease choose at least 2xldesigned for transgenderftmtomboystrans lesbianor cosplay stage show supplyor as a sports brastrong elastic band chest bindermake chest flat and become coolgiving you a man appearance100 brand newperfect designthis corset is comfortablethe effect is goodconvenient to weardo not fadethe average life expectancy of about half a yearmain fabric ingredientscottonpolyester fiber polyester bamboo charcoal fabric soft elastic bandthis perfect seamless underwear design is your first choice for underwearwearing experienceleaving more space for the body and less pressure on the chest becoming flat naturally not restricting the breath,size s upper chest circumference6472cm2522835br size m upper chest circumference7282cm28353228br size l upper chest circumference8288cm32283465br size xl upper chest circumference8894cm34653701br size xxl upper chest circumference9498cm37013858brthe modelheight 100cmweight 50kghis comfortable size is mbrbaronhong is a new brand aimed to bring you a better lifeall tradeworks belongs to baronhong,2879,500,Baronhong Seamless Underwear Length Chest Binder,48
854763,Hot Wheels 2004 First Editions Crooze Wail Tale 77/100 WHITE 077 1:64 Scale,75,hot wheels 2004 first editions crooze wail tale 77100 white 077 164 scale,164first editions0,976,450,Hot Wheels First Editions Crooze Wail Scale,43
2075497,Antique Home Decor Wooden Hand Painted and Handmade Hanging Wind Chimes Pieces (Multicolour) Handcrafted Decorative Wall/Door/Window Hanging Bells (Bell) Peacock,161,size approx  in cm   height 55 cm width 22 cmpeacock wall hanging home decor  a beautiful combination of handmade  hand painted bells decorative elephants along with beautiful wind chime bellsmaterial metal bells  wood  plasticmakes a peace full sound which feels pleasant and positive to the ears and helps to relaxidol for home decoration wall decor can be hanged anywhere like window  balcony terrace  roof top gardens living room  main gate entrance etc the product is made by skilled artists its a great rajasthani handmade handicraft home decor its perfect for gifting and decoration both its one of the finest rajasthani hanging decoration items peacock wall decoration items,antique traditional handmade peacock wall decor handmade rajasthani bell wall hanging with bells for bell shaped wind chime for your house or office decor and positive atmosphere wind chimes sound creates peace and is a feng sui its a peacock wall decoration items makes home beautiful and sounds like a wind chime that contains handmade  hand painted elephants hanging in strings with golden bells that makes beautiful and smooth sound the product will be exactly the same as show in the picture,5565,866.1417314,Wooden Hand Painted Handmade Hanging Wind Chimes,48
2367805,GEOSHADOW FMB120 High-end Small Light Weight GPS Tracking Device Anti Theft Waterproof Real time Live Location Vehicle Tracker for Taxi Car Bus Truck Travels Automobile,168,cost effective small light weight gps devicesupport new generation gsmgnss moduledual sim and bluetooth connectivityvarious vehicle can adaptersfmb immobilizersos geofence vibration movement alarms and notification,pfmb120 small and professional tracker with internal high gain gsm and gnss antennas which is able to collect device coordinates and other useful data and transfer them via gsm network to servernbspppthis device is perfectly suitable for applications where location acquirement of remote objects is needed fleet management car rental companies taxi companies public transport logistics companies personal cars and so on fmb120 can perform tasks on remote objects such as monitoring engine status controlling truckâs door etcppstrongfeaturesstrongpullisupport new generation gsmgnss modulelilicost effective small light weight gps devicelilidual sim and bluetooth connectivitylilivarious vehicle can adapterslilifmb immobilizerlilisos geofence vibration movement alarms and notificationliulpstrongspecificationsstrongpulligps chipset mtk high sensitivity chiplilimodel fmb120lililocation accuracy lt10 meterslilivoltage input 1030v dclilibackup battery 170mahlilitracking sensitivity 165dbmliliacquisition sensitivity 144dbmliulpstrongapplicationsstrongpullifleet managementlilicar rental taxis travel buslilipublic transportlililogistics companieslilipersonal carsliulpstrongpackage includedstrongpulli1 geoshadow fmb120 gps trackerlili1 extension wirelili1 relay wirelili1 instruction noteliul,2136,255.905,Geoshadow Fmb120 High End Small Light Weight Gps,48
1188856,"Zinus 18 Inch Premium SmartBase Mattress Foundation / 4 Extra Inches high for Under-bed Storage / Platform Bed Frame / Box Spring Replacement / Strong / Sturdy / Quiet Noise-Free, Queen",185,your purchase includes one zinus casey premium smartbase 18inch mattress foundation in queen size mattress is not includedbed frame dimensions 60 w x 80 l x 18 h bed frame weight 362 lbs  clearance space 17â  core composition â steel frames and wirescompatible frames memory foam spring andor pillow top mattressesrequires the use of smartbase headboard brackets not included to connect to a headboardsmartbases do not require a box spring in fact the added height is meant to replace the box spring and provide you with ample storage space using our smart patented design,the next generation bed frame  the premium 18 inch smartbase mattress foundation by zinus eliminates the need for a box spring as your memory foam spring or latex mattress should be placed directly on the premium smartbase uniquely designed for optimum support and durability the strong steel mattress support has multiple points of contact with the floor for stability and prevents mattress sagging increasing mattress life the premium smartbase bed frame is 18 inches high with 165 inches of clearance under the frame for 4 extra inches of underbed storage space with plastic caps to protect your floors and an innovative folding design to allow for easy storage the smartbase is well designed for ease of use worry free 5year limited warrantyâ  another comfort innovation from zinus pioneering comfort,1626,8000,Zinus Inch Premium Smartbase Extra Inches High Bed,50
2165448,"Bloodlines: Race, Cross and the Christian",41,Unknown,Unknown,133,530,Bloodlines Race Cross Christian,31
292637,"Works, Now First Collected: To Which Are Prefixed the Lives of the Author Volume 4",82,Unknown,Unknown,6104,598.424,Works Collected Prefixed Lives Author Volume,44
1955999,Women's A Line Open Back Satin Prom Dress Long Formal Party Skirts Deep V Neck Ball Gown Hot Pink Size 6,104,feature aline deep vneck longfloor length prom dress sleeveless open back back zipper with shimmering sequin bodice with pocketsvneck sleeveless satin hot pink party skirt for women 2020 open back formal event maxi bridal guest party gowns a line marine corps ball prom plus size beach skirt long juniors teens girls summer dresses wedding night ball gownsthis hot pink ball gown can be customized according to your size to ensure a fit if you need to customize the size please select customsize in the size section or contact us in advancedelivery time usually the production time of the hot pink evening dress takes 34 working days and expedited shipping takes about 35 days to arrive standard shipping takes approximately 916 days to arriveoccasions evening dresses family gatherings graduation ceremonies wedding receptions maternity dresses masquerades red carpets event sweet 16 christmas eve halloween bridesmaid dresses festive banquets ball gowns company banquets or other formal occasions,strongabout yinanli dressstrongbr we provide different style of bridesmaid dresses bridal gowns prom gowns cocktail dresses evening dresses party dresses homecoming dresses and celebrity dressesbr br strongstrong strongprom dress detailsstrongbr material satinbr neckline vneckbr sleeve sleevelessbr back open backbr closure back zipperbr length longfloor lengthbr occasion this elegant satin prom dress is suit for wedding party bridesmaid prom evening homecoming wedding birthday party dance party graduation celebrity red carpet and other formal or special occasions strongstrongstrongstrongbr br strongstrongstrongcustom sizestrongbr we could make custom size and color freely if you want please email to us when you place the orderbr 1 bustbr 2 waistbr 3 hipsbr 4 height from head to toe barefootbr br 1 originally designed all dresses are designed by the most qualified designers and the most experienced tailors carry out strict quality inspections in our own factories every needle and every thread reflects our passion for service and attention to detail you will get the most exquisite designbr br 2 could this work as a maternity dress since satin fabrics are not elastic only some imperial waist skirts are suitable for pregnant women we strongly recommend that you customize the dress select quotcustomquot in the size area fill in your size so we will customize this beautiful prom dress for you,2986,590.5511805,Womens Line Open Satin Prom Dress Long Formal,45
2543433,"Decor Therapy 8347-01396096 (2 Pack) Outdoor Premium Seat Pad Set, Wheat",72,designed to fit most patio dining chairsfiber fill provides comfortable cushioningdurable outdoor fabriccleans easily with mild soap and water no bleach air drydimensions 20 in w x 195 in d x 5 in h loft,Unknown,11855,1950,Decor Therapy Outdoor Premium Seat Pad Wheat,44
1108294,"Full Throttle Wake Shocker 70"" Covered Tube, Red",48,Unknown,Unknown,3306,3500,Full Throttle Wake Covered Tube Red,35
2535064,"LILLUSORY Women's Turtleneck Oversized Sweaters 2022 Fall Long Batwing Sleeve Spilt Hem Tunic Pullover Sweater Knit Tops, Dark Apricot, X-Small",143,âsizeï¼šxsus 46 sus48 mus1014 lus1620 xlus1822ï¼ï¼œoversized style sweatersï¼œif between size long torso choose size upâdesignï¼šturtle cowl neckï¼œlong batwing sleeveï¼œhigh low split hemï¼œsolid colorï¼œtunic top sweaterï¼œknitwear casual styleï¼œoversized sweaterâoccasion outdoor wearing casualoffice great with leggings high heels boots etcâmaterialthe asymmetric hem sweater made of 50 viscose 30 nylon and 20 ployesterï¼œchunky sweaterï¼œcasual comfy pulloversï¼œlillusory high quality sweatersâwashing instruction hand wash recommendedsteam iron,turtleneck pullover sweater,2992,1770,Lillusory Womens Oversized Sweaters Fall Batwing,48
1962527,Paperblanks 2021 Midnight Steel Midi 12-Month,45,12month planner january 2021 â december 20215 w ã 7 hdayatatime interior layout 368 pages 80 gsmhardcover with elastic closure memento pouch and 2 ribbon markersalso includes monthly and yearly calendars national and international holidays removable address book conversion tables international dialing codes world time zones and additional notetaking pages,capturing the flavour of finely wrought renaissancestyle leather bindings paperblanks midnight steel 2021 12month diary pays homage to the craft of delicate gold tooling originally introduced to europe via the flourishing trade routes to the east the timeless beauty of an antique leather binding is brought into the present on the cover of this deep blue book,5091,700,Paperblanks Midnight Steel Month 12-Month,41
213498,Twin Flame Book of Positive Affirmations: Soul Growth Inspirations,66,Unknown,Unknown,87,600,Twin Flame Book Positive Affirmations Soul Growth,49
1676450,Inflorescent,12,Unknown,Unknown,837,559.054,Inflorescent,12
2779227,"Stunned Trendy, Latest, Classy Attractive Look Printed Mobile Back Case Cover for Vivo Y73 (Heart Lock)",103,check exact model of your phone check settingsabout phone there you will find device model in case there is a code search code online to find the exact name to avoid wrong modelmaterial  design the multicolor mobile cover is made up of environment friendly polycarbonate recyclable plastic with stylish authentic designs to add to your fashion senseaccurate fitting these cases are made with good precision moulds covering sides and corners properly with highly accesable cutouts for all ports and buttonsdrop protection the back cover has raised lips around the screen providing complete coverage against any drop bump or scratches on screensafe  sanitized all products are sanitized before dispatching employee follows safety guidelines,comfortable and light weight for daily use attractive unique designs allows easy access to all buttons controls and ports of your phone the back designs are totally customized designs these designs on the cases are manufactured by cleok associate after you place the order protects your phone from scratches and damage this case covers full back side of your phone and need not to replace the original back cover high quality finish caseeasy to install and remove,2201,708.6614166,Stunned Trendy Latest Classy Attractive Look,44
1519827,"Pooplu Womens Plain V Neck Half Sleeves Pack of 3 Combo Cotton Pink, Yellow, DarkPink T Shirt. Stylish, Casual Tshirts (_L)",123,100  cotton180 gsm regular fit tshirtv neck stylish half sleeves casual t shirtplain combo trendy tshirtkindly check size chart for best fitting design and made in india,pooplu womens cotton plain combo pack of 3 multicolour t shirt with 180 gsm pure cotton regular fit tshirt,3079,1000,Womens Plain Neck Half Sleeves Combo Cotton Pink,48
993228,Merry Nickmas / Various,23,Unknown,Unknown,804,490,Merry Various,13
699328,Duden Kindergarten Lexikon,26,Unknown,Unknown,1,909.447,Kindergarten,12
1329311,"Amscan 354001.54 Jumbo Margarita Glass, 30 oz, Caribbean Blue",61,30 ozhigh quality paperdrink in style with this plastic margarita glassperfect for parties celebrations and adds a classy and simple accent to your table setting,serve cool drinks in our 30 oz jumbo plastic margarita glass caribbean blue features a caribbean blue plastic jumbo margarita glass holds 32 oz of your choice of liquid includes 1 margarita glass per package,1419,950,Caribbean,9
1501832,adidas Men's Predator 18+ FG Firm Ground Soccer Cleats,54,adidas,adidas predator 18 fg black 75,2788,1300,Mens Predator Fg Firm Ground Soccer Cleats,42
1706369,"HOMEIDEAS 100% Blackout Curtains 52 X 63 Inch Length 2 Panels Light Grey Total Room Darkening Curtains for Bedroom, Thermal Grommet Double Layers Thick Soundproof Curtains Energy Saving",185,â100 blackoutour curtains are made of 460gsm460 gram per squar meter high quality microfiber material which is thicker and better quality constructed with double layers with black liner this solid blackout thermal insulated grommet panels can achieve the full light black out giving you better sleeping experienceâmultiple functionsdue to the thick fabric these lined curtains is of great thermal insulated ability and energy efficiency no need to worry about the heat ouside in sunmmer but also these window curtains is excellent in noise reduction which bring you a good sleep making you full of energy every dayâamazing material soft microfiber polyester are silky soft drapery and very pleasant to touchspecial attention is given to stitching to make sure there is no loose threads and uneven hemsedges which ensure every purchase will receive a professionally constructed curtain setâ elegant design homeideas window curtains are made of 460gsm perfect weight material which add dropping style to your window these bedroom curtaions create casual elegance and decorative look for your house but also be a privacy guarantee for you and your famailyâeasy care machine wash cold delicate cycle with mild detergent do not bleach tumble dry low cool iron to remove potential wrinkle from packaging8 silver grommets of each panelinterior diameter is about 16 inchesexterior diameter is about 24 inches,Unknown,1649,6300,Homeideas Blackout Curtains Inch Length Panels,46
2514546,"Oswal Multi Berry (300 gm) Wool Hank Hand Knitting Wool/Art Craft Soft Fingering Crochet Hook Yarn, Needle Knitting Yarn Thread dye T",133,pðÿœnbspnbspbfiber countb acrylic and nylon b multi yarn  dk light worsted 3 uk recommended needle no  8 4mm  9 375 mm 3 ply the perfect crafting starter set is colorful each of the acrylic yarn ballsskein is durable and easy to work with acrylic holds color and the multipack of dk yarn supplies is perfect for an assortment of crafts knitting crocheting project and other smart craftppðÿœnbspnbspbacrylic yarnsb  length in meter 250100 gmmulti colored yarn multi colored yarn 300 gm in the packppðÿœnbspnbspbyarn skeinsb yarn wool thread for crochet and knitting 300 gm yarn large skeins perfect for accent work or yarn work requiring multiple varieties of craft projects shop online for the best yarn in classppðÿœnbspnbspbknitting yarn usersb perfect beginners kit and craft yarn soft and not that thick yarn which makes it easy to work with and great for all usersppðÿœnbspnbspbwarehouseb factory packed bags are dye lot assured per bag of 300 gm great for clothes and other projects double knitting or light worsted weight knitting yarnp,pâœ this wool for knitting is good as a crochet yarn wool and can be crafted as jumpers sweaters etcbrpp âœ knitting yarn baby wool is made of 100 acrylic this highquality knitting wool yarn set can be used for a variety of craft projects hand crocheting baby blankets hats booties wool socks kit and other baby and kids itemsnbspbrppâœnbspthis wool for knitting is good as a crochet yarn wool and can be crafted as jumpers sweaters etcppâœnbspbranded wool knitting provides satisfaction and quality of knitting experiencebrppâœnbspthis variety of wool contains many colors like black violet blue white red green multinbsp etcbrppâœnbspthis crochet wool is a gauge 3 wool its not a chunky thick wool its a very soft thread yarn comes in many colors can be hand washet and delicat machine wash at 40â cbrppâœnbspsimilar types of wools are  vardhman rosemary wool vardhman microshine wool oswal wool thread yarn for knittingbrppâœ note  this is not a yarn thick chunky wool not a thick wool for knitting its a needle crochet yarn acrylic avaliable in gm and kgbrp,11192,590.5511805,Berry Hand Knitting Woolart Craft Soft Fingering,48
